
Host: AS-Laptop

Timers On : Sun Nov 12 11:05:16 2023
Timers Off: Sun Nov 12 11:07:19 2023

Wall Time:      123.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Timers On : Mon Nov 13 15:12:57 2023
Timers Off: Mon Nov 13 15:18:59 2023

Wall Time:      362.36 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      4.627w    960 calls
DFH: sparsity prep                  :      0.000u      0.000s      3.699w    320 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      4.538w    960 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.505w    320 calls
DFH: initialize()                   :      0.000u      0.000s     17.815w    320 calls
DFH: initialize()                   :      0.000u      0.000s     18.088w    320 calls
HF: Form core H                     :      0.000u      0.000s      3.744w    320 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.433w    320 calls
HF: Form core H                     :      0.000u      0.000s      4.593w    320 calls
DFH: AO Construction                :      0.000u      0.000s      2.311w    320 calls
HF: Form S/X                        :      0.000u      0.000s      0.184w    320 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.534w    320 calls
HF: Form core H                     :      0.000u      0.000s      4.209w    320 calls
SAD Guess                           :      0.000u      0.000s     36.462w    320 calls
HF: Form G                          :      0.000u      0.000s      1.652w   2813 calls
SAD Guess                           :      0.000u      0.000s     36.593w    320 calls
JK: JK                              :      0.000u      0.000s      1.272w   2813 calls
JK: USO2AO                          :      0.000u      0.000s      0.148w   2813 calls
JK: D                               :      0.000u      0.000s      0.059w   2813 calls
JK: USO2AO                          :      0.000u      0.000s      0.150w   2813 calls
JK: JK                              :      0.000u      0.000s      1.220w   2813 calls
DFH: compute_JK()                   :      0.000u      0.000s      1.196w   2813 calls
DFH: compute_J                      :      0.000u      0.000s      0.338w   2813 calls
JK: AO2USO                          :      0.000u      0.000s      0.108w   2813 calls
DFH: compute_J                      :      0.000u      0.000s      0.335w   2813 calls
HF: Form F                          :      0.000u      0.000s      0.075w   2813 calls
HF: Form D                          :      0.000u      0.000s      0.049w   2813 calls
HF: Form D                          :      0.000u      0.000s      0.050w   2813 calls
HF: DIIS                            :      0.000u      0.000s     33.061w   2493 calls
HF: DIIS                            :      0.000u      0.000s     32.887w   2493 calls
HF: Form C                          :      0.000u      0.000s      3.667w   2493 calls

--------------------------------------------------------------------------------------
HF: Form F                          :      0.000u      0.000s      0.076w   2813 calls
DFH: sparsity prep                  :      0.000u      0.000s      3.699w    320 calls
| : Form D                          :      0.000u      0.000s      0.049w   2813 calls
Libint2ERI::Libint2ERI            :      0.000u      0.000s      2.530w    320 calls

HF: Form C                          :      0.000u      0.000s      3.507w   2493 calls
| 
------------------------------------------------------------------------------------| 
DFH: AO Construction              :      0.000u      0.000s      2.320w    320 calls

| Libint2ERI::Libint2ERI            :      0.000u      0.000s      2.638w    320 calls
DFH: AO-Met. Contraction          :      0.000u      0.000s      0.505w    320 calls
DFH: initialize()                   :      0.000u      0.000s     18.088w    320 calls
HF: Form core H                     :      0.000u      0.000s      3.744w    320 callsLibint2ERI::Libint2ERI            :      0.000u      0.000s      1.990w    640 calls
DFH: AO Construction              :      0.000u      0.000s      2.363w    320 calls

DFH: AO Construction              :      0.000u      0.000s      2.311w    320 calls

| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.534w    320 calls
DFH: AO-Met. Contraction          :      0.000u      0.000s      0.433w    320 calls

SAD Guess                         :      0.000u      0.000s     35.556w    320 calls

HF: Guess                           :      0.000u      0.000s     37.428w    320 calls
HF: Form G                          :      0.000u      0.000s      1.728w   2813 calls
| JK: D                             :      0.000u      0.000s      0.062w   2813 calls
HF: Form G                          :      0.000u      0.000s      1.661w   2813 calls
| : Form S/X                        :      0.000u      0.000s      0.184w    320 calls
JK: USO2AO                        :      0.000u      0.000s      0.158w   2813 calls
HF: Guess                           :      0.000u      0.000s     37.331w    320 calls
| : JK                            :      0.000u      0.000s      1.272w   2813 calls
| JKSAD Guess                         :      0.000u      0.000s     36.462w    320 callsDF|  compute_JK()               :      0.000u      0.000s      1.246w   2813 calls
| | | rm G                          :      0.000u      0.000s      1.652w   2813 calls
JK: JK                            :      0.000u      0.000s      1.220w   2813 calls
| |  Grabbing AOs             :      0.000u      0.000s      0.002w   2813 calls
| | |                             :      0.000u      0.000s      0.059w   2813 calls
DFH: compute_JK()               :      0.000u      0.000s      1.196w   2813 calls
| | | ompute_J                :      0.000u      0.000s      0.377w   2813 calls
JK: USO2AO                        :      0.000u      0.000s      0.148w   2813 calls
| DFH:JK: JK                            :      0.000u      0.000s      1.214w   2813 calls
| | | ompute_K                :      0.000u      0.000s      0.732w   2813 calls
